Id,Date,Hours,ProjectId,ProjectName,TaskId,TaskName,IsBillable
f9879cc2-2624-e511-80bd-00155dfc3b0a,7/6/2015,0.5,e01f21b6-42e8-e411-80bb-00155dfc3b0a,ExteNet - CRM Phase 2,17db5abc-42e8-e411-80bb-00155dfc3b0a,Project Management and Status Updates,TRUE
fc879cc2-2624-e511-80bd-00155dfc3b0a,7/6/2015,1.5,6490121e-df06-e511-80bd-00155dfc3b0a,MAG Canada: CRM Deployment & iMAB Redesign - Phase I,eddd6f26-df06-e511-80bd-00155dfc3b0a,CRM Iteration 1: Testing and Debugging,TRUE
ff879cc2-2624-e511-80bd-00155dfc3b0a,7/6/2015,0.25,e01f21b6-42e8-e411-80bb-00155dfc3b0a,ExteNet - CRM Phase 2,ecda5abc-42e8-e411-80bb-00155dfc3b0a,Testing and Debugging,TRUE
eca93353-2724-e511-80bd-00155dfc3b0a,7/6/2015,2.75,49490ebc-46a8-e211-8486-0026b9f9e50c,Deloitte - Microsoft CRM Pension Integration - Architecture & Planning Phase,db988142-4979-e311-8486-0026b9f9e50c,Phase 4A User Acceptance Testing Support,TRUE
f2a93353-2724-e511-80bd-00155dfc3b0a,7/6/2015,0.5,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,ce922667-77a5-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
f5a93353-2724-e511-80bd-00155dfc3b0a,7/6/2015,1,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,63d41fce-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Custom Development,TRUE
f8a93353-2724-e511-80bd-00155dfc3b0a,7/6/2015,0.75,49490ebc-46a8-e211-8486-0026b9f9e50c,Deloitte - Microsoft CRM Pension Integration - Architecture & Planning Phase,c86706c2-46a8-e211-8486-0026b9f9e50c,Project Management and Status Updates,TRUE
fba93353-2724-e511-80bd-00155dfc3b0a,7/6/2015,1.25,49490ebc-46a8-e211-8486-0026b9f9e50c,Deloitte - Microsoft CRM Pension Integration - Architecture & Planning Phase,db988142-4979-e311-8486-0026b9f9e50c,Phase 4A User Acceptance Testing Support,TRUE
92cd7246-2824-e511-80bd-00155dfc3b0a,7/6/2015,0.25,5369a6c4-c3f4-e411-80bb-00155dfc3b0a,Merial - Interaction Form Development,8d359ad0-c3f4-e411-80bb-00155dfc3b0a,Project Management and Status Updates,TRUE
a1cd7246-2824-e511-80bd-00155dfc3b0a,7/6/2015,4.5,5369a6c4-c3f4-e411-80bb-00155dfc3b0a,Merial - Interaction Form Development,1d29a2ca-c3f4-e411-80bb-00155dfc3b0a,System Configuration and Custom Development,TRUE
fdb3db52-2b24-e511-80bd-00155dfc3b0a,7/6/2015,0.75,f061a36b-5d09-e511-80bd-00155dfc3b0a,Leader Dogs: Phase II,4ae4a577-5d09-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
00b4db52-2b24-e511-80bd-00155dfc3b0a,7/6/2015,1,5acca7b1-5ae9-e411-80bb-00155dfc3b0a,Kapnick - Salesforce Launch Project,cc3356ba-5ae9-e411-80bb-00155dfc3b0a,03. System Configuration and Custom Development,TRUE
d6241d60-2b24-e511-80bd-00155dfc3b0a,7/6/2015,1.25,f061a36b-5d09-e511-80bd-00155dfc3b0a,Leader Dogs: Phase II,bcc6a571-5d09-e511-80bd-00155dfc3b0a,System Configuration and Custom Development,TRUE
d9241d60-2b24-e511-80bd-00155dfc3b0a,7/6/2015,0.75,f061a36b-5d09-e511-80bd-00155dfc3b0a,Leader Dogs: Phase II,bcc6a571-5d09-e511-80bd-00155dfc3b0a,System Configuration and Custom Development,TRUE
d29c8d84-2b24-e511-80bd-00155dfc3b0a,7/6/2015,0.25,2c6c3a1f-bfd8-e411-80ba-00155dfc3b0a,HITT Contracting - MSCRM Triage Work,e4584225-bfd8-e411-80ba-00155dfc3b0a,Definition and Design,TRUE
d59c8d84-2b24-e511-80bd-00155dfc3b0a,7/6/2015,1,7d93239f-22a8-e411-80ba-00155dfc3b0a,FLIR Systems- Consolidated MS CRM Implementation,394c4ea5-22a8-e411-80ba-00155dfc3b0a,Data Migration,TRUE
d89c8d84-2b24-e511-80bd-00155dfc3b0a,7/6/2015,1,7d93239f-22a8-e411-80ba-00155dfc3b0a,FLIR Systems- Consolidated MS CRM Implementation,394c4ea5-22a8-e411-80ba-00155dfc3b0a,Data Migration,TRUE
db9c8d84-2b24-e511-80bd-00155dfc3b0a,7/6/2015,3.25,2c6c3a1f-bfd8-e411-80ba-00155dfc3b0a,HITT Contracting - MSCRM Triage Work,fe584225-bfd8-e411-80ba-00155dfc3b0a,User Acceptance Testing Support,TRUE
de9c8d84-2b24-e511-80bd-00155dfc3b0a,7/6/2015,0.25,79b97121-cbcc-e011-8a04-0026b9f9e50c,Hub International: Support,c355fb49-1bd3-e011-bd69-0026b9f9e50c,Support Cases,TRUE
e79c8d84-2b24-e511-80bd-00155dfc3b0a,7/6/2015,0.75,7d93239f-22a8-e411-80ba-00155dfc3b0a,FLIR Systems- Consolidated MS CRM Implementation,394c4ea5-22a8-e411-80ba-00155dfc3b0a,Data Migration,TRUE
f09c8d84-2b24-e511-80bd-00155dfc3b0a,7/6/2015,7.25,d23db26e-64bd-e411-80ba-00155dfc3b0a,ET: Dedicated Developer Extensions - Q1 2015,600d6691-49c7-e411-80ba-00155dfc3b0a,Dedicated Development,TRUE
58509c6c-2c24-e511-80bd-00155dfc3b0a,7/6/2015,2,d23db26e-64bd-e411-80ba-00155dfc3b0a,ET: Dedicated Developer Extensions - Q1 2015,600d6691-49c7-e411-80ba-00155dfc3b0a,Dedicated Development,TRUE
5b509c6c-2c24-e511-80bd-00155dfc3b0a,7/6/2015,2,d23db26e-64bd-e411-80ba-00155dfc3b0a,ET: Dedicated Developer Extensions - Q1 2015,600d6691-49c7-e411-80ba-00155dfc3b0a,Dedicated Development,TRUE
8ac73032-2e24-e511-80bd-00155dfc3b0a,7/6/2015,5.75,b0092398-1dee-e411-80bb-00155dfc3b0a,JLL: AP ClientFirst to Agentpoint,1cb06d9e-1dee-e411-80bb-00155dfc3b0a,System Configuration and Custom Development,TRUE
8dc73032-2e24-e511-80bd-00155dfc3b0a,7/6/2015,0.75,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,089e68d4-ead0-e411-80ba-00155dfc3b0a,Iteration 3: System Configuration and Custom Development,TRUE
90c73032-2e24-e511-80bd-00155dfc3b0a,7/6/2015,2,2987ec16-ddb3-e011-8a04-0026b9f9e50c,Ideal Image - Support,ea565221-e76e-e211-92f3-0026b9f9e50c,Support Case Work,TRUE
96c73032-2e24-e511-80bd-00155dfc3b0a,7/6/2015,0.25,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),5215ac87-3d43-e411-a635-0026b9f9e50c,It 4 Project Management and Status Updates,TRUE
8fecc633-2f24-e511-80bd-00155dfc3b0a,7/6/2015,3,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),ccf0cbc4-3d43-e411-a635-0026b9f9e50c,It 4 User Acceptance Testing Support,TRUE
92ecc633-2f24-e511-80bd-00155dfc3b0a,7/6/2015,0.5,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),5215ac87-3d43-e411-a635-0026b9f9e50c,It 4 Project Management and Status Updates,TRUE
95ecc633-2f24-e511-80bd-00155dfc3b0a,7/6/2015,0.75,93526dfb-2ade-e411-80ba-00155dfc3b0a,PING: CRM Phase 1,78fe6301-2bde-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
98ecc633-2f24-e511-80bd-00155dfc3b0a,7/6/2015,0.25,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),71c5e9a6-3d43-e411-a635-0026b9f9e50c,It 4 System Configuration and Custom Development,TRUE
9becc633-2f24-e511-80bd-00155dfc3b0a,7/6/2015,0.75,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),71c5e9a6-3d43-e411-a635-0026b9f9e50c,It 4 System Configuration and Custom Development,TRUE
9eecc633-2f24-e511-80bd-00155dfc3b0a,7/6/2015,1,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),5215ac87-3d43-e411-a635-0026b9f9e50c,It 4 Project Management and Status Updates,TRUE
a1ecc633-2f24-e511-80bd-00155dfc3b0a,7/6/2015,0.5,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),71c5e9a6-3d43-e411-a635-0026b9f9e50c,It 4 System Configuration and Custom Development,TRUE
a4ecc633-2f24-e511-80bd-00155dfc3b0a,7/6/2015,0.5,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),5215ac87-3d43-e411-a635-0026b9f9e50c,It 4 Project Management and Status Updates,TRUE
a6ecc633-2f24-e511-80bd-00155dfc3b0a,7/6/2015,1,6490121e-df06-e511-80bd-00155dfc3b0a,MAG Canada: CRM Deployment & iMAB Redesign - Phase I,eddd6f26-df06-e511-80bd-00155dfc3b0a,CRM Iteration 1: Testing and Debugging,TRUE
a9ecc633-2f24-e511-80bd-00155dfc3b0a,7/6/2015,0.75,93526dfb-2ade-e411-80ba-00155dfc3b0a,PING: CRM Phase 1,3cfe6301-2bde-e411-80ba-00155dfc3b0a,System Configuration and Custom Development,TRUE
c3a11938-3124-e511-80bd-00155dfc3b0a,7/6/2015,1.5,60e5808c-bf00-e511-80bd-00155dfc3b0a,Green Plains - Dynamics CRM SFA Implementation,a0187792-bf00-e511-80bd-00155dfc3b0a,System Configuration and Custom Development,TRUE
01575969-3424-e511-80bd-00155dfc3b0a,7/6/2015,1,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,495c50a3-c295-e411-b7a3-0026b9f9e50c,Project Management and Status Updates,TRUE
04575969-3424-e511-80bd-00155dfc3b0a,7/6/2015,0.25,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,495c50a3-c295-e411-b7a3-0026b9f9e50c,Project Management and Status Updates,TRUE
07575969-3424-e511-80bd-00155dfc3b0a,7/6/2015,0.25,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,315c50a3-c295-e411-b7a3-0026b9f9e50c,Infrastructure Support,TRUE
10575969-3424-e511-80bd-00155dfc3b0a,7/6/2015,0.75,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,495c50a3-c295-e411-b7a3-0026b9f9e50c,Project Management and Status Updates,TRUE
13575969-3424-e511-80bd-00155dfc3b0a,7/6/2015,3.5,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,693976c9-edd0-e411-80ba-00155dfc3b0a,Iteration 4: System Configuration and Custom Development,TRUE
16575969-3424-e511-80bd-00155dfc3b0a,7/6/2015,1,974da117-c1b7-e411-80ba-00155dfc3b0a,Wacom- Global MS CRM Online Roll out,1b6b5df7-6614-e511-80bd-00155dfc3b0a,4c. Testing and Debugging,TRUE
19575969-3424-e511-80bd-00155dfc3b0a,7/6/2015,1.5,9240a7a1-a977-e211-92f3-0026b9f9e50c,Holiday Retirement: Enhancements to Existing Deployment,9ea5527f-3f0a-e511-80bd-00155dfc3b0a,CRM 2015 Carina Upgrade (Maintenance),TRUE
659dfe32-3624-e511-80bd-00155dfc3b0a,7/6/2015,0.25,5369a6c4-c3f4-e411-80bb-00155dfc3b0a,Merial - Interaction Form Development,8d359ad0-c3f4-e411-80bb-00155dfc3b0a,Project Management and Status Updates,TRUE
689dfe32-3624-e511-80bd-00155dfc3b0a,7/6/2015,0.75,6490121e-df06-e511-80bd-00155dfc3b0a,MAG Canada: CRM Deployment & iMAB Redesign - Phase I,dbdd6f26-df06-e511-80bd-00155dfc3b0a,CRM Iteration 1: Definition and Design,TRUE
719dfe32-3624-e511-80bd-00155dfc3b0a,7/6/2015,0.75,1ce85855-6a02-e211-aa06-0026b9f9e50c,CliftonLarsonAllen - Support,61700361-d902-e211-aa06-0026b9f9e50c,Post Deployment Support,TRUE
779dfe32-3624-e511-80bd-00155dfc3b0a,7/6/2015,1.5,6490121e-df06-e511-80bd-00155dfc3b0a,MAG Canada: CRM Deployment & iMAB Redesign - Phase I,e1dd6f26-df06-e511-80bd-00155dfc3b0a,CRM Iteration 1: System Configuration and Custom Development,TRUE
7a9dfe32-3624-e511-80bd-00155dfc3b0a,7/6/2015,2.75,6490121e-df06-e511-80bd-00155dfc3b0a,MAG Canada: CRM Deployment & iMAB Redesign - Phase I,e1dd6f26-df06-e511-80bd-00155dfc3b0a,CRM Iteration 1: System Configuration and Custom Development,TRUE
7d9dfe32-3624-e511-80bd-00155dfc3b0a,7/6/2015,1.25,5369a6c4-c3f4-e411-80bb-00155dfc3b0a,Merial - Interaction Form Development,1d29a2ca-c3f4-e411-80bb-00155dfc3b0a,System Configuration and Custom Development,TRUE
809dfe32-3624-e511-80bd-00155dfc3b0a,7/6/2015,1,6490121e-df06-e511-80bd-00155dfc3b0a,MAG Canada: CRM Deployment & iMAB Redesign - Phase I,e1dd6f26-df06-e511-80bd-00155dfc3b0a,CRM Iteration 1: System Configuration and Custom Development,TRUE
7d733db5-3a24-e511-80bd-00155dfc3b0a,7/6/2015,1.75,2c6c3a1f-bfd8-e411-80ba-00155dfc3b0a,HITT Contracting - MSCRM Triage Work,fa584225-bfd8-e411-80ba-00155dfc3b0a,Software Installation and Code Deployments,TRUE
38abf839-3f24-e511-80bd-00155dfc3b0a,7/6/2015,0.25,e01f21b6-42e8-e411-80bb-00155dfc3b0a,ExteNet - CRM Phase 2,e0da5abc-42e8-e411-80bb-00155dfc3b0a,System Configuration and Custom Development,TRUE
3fabf839-3f24-e511-80bd-00155dfc3b0a,7/6/2015,0.25,e01f21b6-42e8-e411-80bb-00155dfc3b0a,ExteNet - CRM Phase 2,ecda5abc-42e8-e411-80bb-00155dfc3b0a,Testing and Debugging,TRUE
42abf839-3f24-e511-80bd-00155dfc3b0a,7/6/2015,0.75,e01f21b6-42e8-e411-80bb-00155dfc3b0a,ExteNet - CRM Phase 2,17db5abc-42e8-e411-80bb-00155dfc3b0a,Project Management and Status Updates,TRUE
b6c8a1e9-4624-e511-80bd-00155dfc3b0a,7/6/2015,1.75,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,4b05bad1-cd04-e511-80bd-00155dfc3b0a,Project Discovery and Requirements Documentation,TRUE
b9c8a1e9-4624-e511-80bd-00155dfc3b0a,7/6/2015,0.25,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,5c05bad1-cd04-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
bcc8a1e9-4624-e511-80bd-00155dfc3b0a,7/6/2015,5.25,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,4b05bad1-cd04-e511-80bd-00155dfc3b0a,Project Discovery and Requirements Documentation,TRUE
bfc8a1e9-4624-e511-80bd-00155dfc3b0a,7/6/2015,1,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,5c05bad1-cd04-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
c5c8a1e9-4624-e511-80bd-00155dfc3b0a,7/6/2015,1,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,5c05bad1-cd04-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
1670d9c3-4824-e511-80bd-00155dfc3b0a,7/6/2015,4,eab20e26-75f2-e411-80bb-00155dfc3b0a,Brooklyn Brewery: CRM/Mobile Discovery,3ab30e26-75f2-e411-80bb-00155dfc3b0a,Definition and Design,TRUE
96ef24d8-4824-e511-80bd-00155dfc3b0a,7/6/2015,0.5,91b2b4ba-fee8-e411-80bb-00155dfc3b0a,Merial - ParaVue Windows 8 App,ca2ab2c0-fee8-e411-80bb-00155dfc3b0a,Project Management and Status Updates,TRUE
a1743249-4924-e511-80bd-00155dfc3b0a,7/6/2015,0.25,fad0d557-b20b-e511-80bd-00155dfc3b0a,MAG Canada: Mobile Sales Kit - 6 Mos. Subscription,108ecf5d-b20b-e511-80bd-00155dfc3b0a,User Experience and User Interface Design,TRUE
779bd49a-4b24-e511-80bd-00155dfc3b0a,7/6/2015,0.5,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,089e68d4-ead0-e411-80ba-00155dfc3b0a,Iteration 3: System Configuration and Custom Development,TRUE
